2026-08-03 00:24:52.849580 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:52.849780 I VkKeyPress: keys pressed=770
2026-08-03 00:24:52.963643 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=1036 gen=79
2026-08-03 00:24:53.189975 I VkTextCorrection: threshold len=3→len=3 score=0,461 thr=0,140 ✓
2026-08-03 00:24:53.192314 I VkAutocorrect: will correct: len=3 → len=7
2026-08-03 00:24:53.192436 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=true top=len=3 locale=en token=1037 gen=79
2026-08-03 00:24:53.407136 I VkTextCorrection: threshold len=4→len=4 score=0,433 thr=0,140 ✓
2026-08-03 00:24:53.408649 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:53.408798 I VkSuggestions: strip composing typedLen=4 candidates=12 autocorrect=true top=len=4 locale=en token=1038 gen=79
2026-08-03 00:24:53.651777 I VkAutocorrect: committed (typing): len=4 → len=4
2026-08-03 00:24:53.755454 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=1039 gen=80
2026-08-03 00:24:54.381075 I VkTextCorrection: rerank composing head len=3→len=2
2026-08-03 00:24:54.382390 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=1041 gen=80
2026-08-03 00:24:54.532722 I VkTextCorrection: threshold len=2→len=2 score=0,179 thr=0,140 ✓
2026-08-03 00:24:54.534530 I VkAutocorrect: will correct: len=2 → len=3
2026-08-03 00:24:54.534726 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=1042 gen=80
2026-08-03 00:24:54.658465 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1043 gen=80
2026-08-03 00:24:54.780782 I VkTextCorrection: threshold len=4→len=4 score=0,113 thr=0,140 ○
2026-08-03 00:24:54.781930 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=1043 gen=80
2026-08-03 00:24:56.166748 I VkKeyPress: keys pressed=779
2026-08-03 00:24:56.282138 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1044 gen=80
2026-08-03 00:24:56.937971 I VkAutocorrect: picked: len=6
2026-08-03 00:24:57.040706 I VkNgram: merge locale=en prev=len=6 preds=8 contextual=8 assets=true
2026-08-03 00:24:57.040980 I VkTextCorrection: rerank prediction head len=3→len=2
2026-08-03 00:24:57.041492 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=1044 gen=81
2026-08-03 00:24:58.015097 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:58.085259 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:58.228254 I VkTextCorrection: rerank composing head len=2→len=4
2026-08-03 00:24:58.229212 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=1046 gen=81
2026-08-03 00:24:58.485705 I VkTextCorrection: threshold len=3→len=4 score=0,138 thr=0,140 ○
2026-08-03 00:24:58.487756 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=1048 gen=81
2026-08-03 00:24:58.614797 I VkTextCorrection: threshold len=4→len=4 score=0,343 thr=0,140 ✓
2026-08-03 00:24:58.615769 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:58.615882 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=true top=len=4 locale=en token=1048 gen=81
2026-08-03 00:24:59.204595 I VkKeyPress: keys pressed=784
2026-08-03 00:24:59.205601 I VkAutocorrect: committed (typing): len=4 → len=4
2026-08-03 00:24:59.306692 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:24:59.307702 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1049 gen=82
2026-08-03 00:25:01.201765 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:25:01.276611 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:25:01.388229 I VkTextCorrection: threshold len=1→len=1 score=0,000 thr=0,140 ○
2026-08-03 00:25:01.388957 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1051 gen=82
2026-08-03 00:25:01.646193 I VkTextCorrection: threshold len=3→len=3 score=0,333 thr=0,140 ✓
2026-08-03 00:25:01.647189 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1053 gen=82
2026-08-03 00:25:01.767645 I VkTextCorrection: rerank composing head len=4→len=3
2026-08-03 00:25:01.767915 I VkTextCorrection: threshold len=4→len=3 score=0,000 thr=0,140 ○
2026-08-03 00:25:01.769429 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=1053 gen=82
2026-08-03 00:25:02.936139 I VkKeyPress: keys pressed=789
2026-08-03 00:25:03.069391 I VkTextCorrection: threshold len=3→len=3 score=0,333 thr=0,140 ✓
2026-08-03 00:25:03.070575 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1055 gen=82
2026-08-03 00:25:03.205486 I VkTextCorrection: threshold len=2→len=2 score=0,220 thr=0,140 ✓
2026-08-03 00:25:03.206640 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=1056 gen=82
2026-08-03 00:25:03.378660 I VkTextCorrection: threshold len=1→len=1 score=0,000 thr=0,140 ○
2026-08-03 00:25:03.379492 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1057 gen=82
2026-08-03 00:25:03.520873 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1057 gen=82
2026-08-03 00:25:04.086596 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1058 gen=82
2026-08-03 00:25:04.292091 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:25:04.314145 I VkTextCorrection: threshold len=2→len=2 score=0,245 thr=0,140 ✓
2026-08-03 00:25:04.315342 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=1060 gen=82
2026-08-03 00:25:04.385427 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:25:04.498154 I VkTextCorrection: threshold len=3→len=3 score=0,388 thr=0,140 ✓
2026-08-03 00:25:04.499391 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1060 gen=82
2026-08-03 00:25:04.885775 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:25:04.990537 I VkTextCorrection: rerank prediction head len=2→len=4
2026-08-03 00:25:04.991389 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=1061 gen=83
2026-08-03 00:25:05.601002 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1062 gen=83
2026-08-03 00:25:05.830473 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=1064 gen=83
2026-08-03 00:25:05.982012 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1065 gen=83
2026-08-03 00:25:06.055337 I VkKeyPress: keys pressed=800
2026-08-03 00:25:06.193217 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1066 gen=83
2026-08-03 00:25:06.390406 I VkTextCorrection: threshold len=1→len=1 score=0,000 thr=0,140 ○
2026-08-03 00:25:06.391485 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1066 gen=83
2026-08-03 00:25:07.033757 I VkTextCorrection: threshold len=2→len=2 score=0,254 thr=0,140 ✓
2026-08-03 00:25:07.034605 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=1068 gen=83
2026-08-03 00:25:07.187587 I VkTextCorrection: threshold len=3→len=3 score=0,400 thr=0,140 ✓
2026-08-03 00:25:07.188977 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1068 gen=83
2026-08-03 00:25:09.023917 I VkTextCorrection: threshold len=2→len=2 score=0,254 thr=0,140 ✓
2026-08-03 00:25:09.025954 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=1070 gen=83
2026-08-03 00:25:09.067993 I VkKeyPress: keys pressed=805
2026-08-03 00:25:09.184429 I VkTextCorrection: threshold len=1→len=1 score=0,000 thr=0,140 ○
2026-08-03 00:25:09.186339 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1071 gen=83
2026-08-03 00:25:09.372525 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1071 gen=83
2026-08-03 00:25:09.811258 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:25:09.904692 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:25:10.036852 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1072 gen=83
2026-08-03 00:25:10.366505 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=1073 gen=83
2026-08-03 00:25:10.585930 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1074 gen=83
2026-08-03 00:25:10.857949 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:25:10.960672 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=8 assets=true
2026-08-03 00:25:10.961811 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1075 gen=84
2026-08-03 00:25:11.383340 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=1076 gen=84
2026-08-03 00:25:11.717037 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=1077 gen=84
2026-08-03 00:25:11.955860 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=1078 gen=84
2026-08-03 00:25:13.397807 I VkAutocorrect: picked: len=3
2026-08-03 00:25:13.501852 I VkTextCorrection: rerank prediction head len=3→len=4
2026-08-03 00:25:13.502874 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=1078 gen=85
2026-08-03 00:25:13.951822 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:25:14.043690 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:25:14.043873 I VkKeyPress: keys pressed=814
2026-08-03 00:25:14.189303 I VkTextCorrection: rerank composing head len=2→len=3
2026-08-03 00:25:14.190805 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=1080 gen=85
2026-08-03 00:25:14.406226 I VkTextCorrection: threshold len=2→len=5 score=0,138 thr=0,140 ○
2026-08-03 00:25:14.407849 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=1082 gen=85
2026-08-03 00:25:14.577413 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:25:14.578188 I VkTextCorrection: threshold len=4→len=2 score=0,000 thr=0,140 ○
2026-08-03 00:25:14.580286 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=1082 gen=85
2026-08-03 00:25:14.781261 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=en token=1084 gen=85
2026-08-03 00:25:14.817409 I VkAutocorrect: kept (typing): len=5
2026-08-03 00:25:14.918893 I VkNgram: merge locale=en prev=len=5 preds=8 contextual=8 assets=true
2026-08-03 00:25:14.920147 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=1084 gen=86
2026-08-03 00:25:15.568223 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=en token=1085 gen=86
2026-08-03 00:25:15.794968 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:25:15.796486 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=1087 gen=86
2026-08-03 00:25:15.920853 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=1087 gen=86
2026-08-03 00:25:16.097883 I VkStripPipeline: langSwitch main=en-US token=1089 gen=87
2026-08-03 00:25:16.122198 I VkLanguageSettings: select fr
2026-08-03 00:25:16.146678 I VkDictionaries: ✓ open emoji fr
2026-08-03 00:25:16.194204 I VkLanguageSettings: cycle dir=1 → fr
2026-08-03 00:25:16.216968 I DictionaryFacilitator: resetDictionaries, force reloading main dictionary: false
2026-08-03 00:25:16.217576 I VkMultilingual: reset main=fr locales=[fr] count=1
2026-08-03 00:25:16.222640 I VkDictionaries: ▶ async reload main dicts locales=1
2026-08-03 00:25:16.233898 I VkDictionaries: ✓ open main fr
2026-08-03 00:25:16.234204 I VkDictionaries: ✓ open emoji fr
2026-08-03 00:25:16.234249 I VkDictionaries: collection fr dicts=2 emoji=true
2026-08-03 00:25:16.598171 I VkLocaleAssets: preload predictors fr
2026-08-03 00:25:17.014222 I LatinIME: hideWindow
2026-08-03 00:25:17.016474 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 00:25:17.016582 I LatinIME: IME handoff begun
2026-08-03 00:25:17.017599 I LatinIME: onFinishInputView
2026-08-03 00:25:17.066039 I VkTyping: ○ hidden
2026-08-03 00:25:17.070908 I LatinIME: After IME hidden: cleanup complete
2026-08-03 00:25:17.419481 I LatinIME: requestHideSelf: 100
2026-08-03 00:25:32.003730 I LatinIME: onFinishInput
2026-08-03 00:25:48.601589 I LatinIME: onFinishInput
2026-08-03 00:26:55.611765 I LatinIME: onFinishInput
2026-08-03 00:27:04.526190 I LatinIME: onFinishInput
2026-08-03 10:14:47.317195 I LatinIME: onFinishInput
2026-08-03 10:14:47.373519 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 10:14:47.373717 I VkTyping: ▶ open restart=false pkg=len=39 inputType=655361
2026-08-03 10:14:47.844923 I VkLocaleAssets: preload predictors fr
2026-08-03 10:14:50.079150 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 10:14:50.176682 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 10:14:50.176844 I VkKeyPress: keys pressed=824
2026-08-03 10:14:50.303296 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=fr token=1093 gen=87
2026-08-03 10:14:50.669740 I VkTextCorrection: threshold len=3→len=3 score=0,208 thr=0,140 ✓
2026-08-03 10:14:50.670738 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 10:14:50.670855 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=fr token=1095 gen=87
2026-08-03 10:14:50.882228 I VkTextCorrection: threshold len=4→len=4 score=0,107 thr=0,140 ○
2026-08-03 10:14:50.883075 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=fr token=1096 gen=87
2026-08-03 10:14:51.097599 I VkTextCorrection: threshold len=5→len=4 score=0,000 thr=0,140 ○
2026-08-03 10:14:51.098289 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=fr token=1098 gen=87
2026-08-03 10:14:51.277390 I VkTextCorrection: threshold len=6→len=6 score=0,000 thr=0,140 ○
2026-08-03 10:14:51.278532 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=fr token=1098 gen=87
2026-08-03 10:14:51.773113 I AdManager: resume-deferred fire suspended=false
2026-08-03 10:14:52.576528 I VkNgram: merge locale=fr prev=len=0 preds=8 contextual=0 assets=true
2026-08-03 10:14:52.577409 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=fr token=1099 gen=87
2026-08-03 10:14:53.253435 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 10:14:53.253649 I LatinIME: IME handoff begun
2026-08-03 10:14:53.268571 I LatinIME: requestHideSelf: 0
2026-08-03 10:14:53.269664 I LatinIME: hideWindow
2026-08-03 10:14:53.287146 I LatinIME: onFinishInputView
2026-08-03 10:14:53.350290 I VkTyping: ○ hidden
2026-08-03 10:14:53.365631 I LatinIME: After IME hidden: cleanup complete
2026-08-03 10:14:53.626427 I LatinIME: requestHideSelf: 100
2026-08-03 10:14:54.235041 I LatinIME: onFinishInput
2026-08-03 10:39:34.660285 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 10:39:34.660430 I VkTyping: ▶ open restart=false pkg=len=39 inputType=655361
2026-08-03 10:39:35.119857 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 10:39:35.127948 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 10:39:35.128091 I VkKeyPress: keys pressed=842
2026-08-03 10:39:35.258590 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=fr token=1102 gen=87
2026-08-03 10:39:35.643530 I VkLocaleAssets: preload predictors fr
2026-08-03 10:39:35.925134 I LatinIME: hideWindow
2026-08-03 10:39:35.927055 I LatinIME: IME handoff begun
2026-08-03 10:39:35.927814 I LatinIME: onFinishInputView
2026-08-03 10:39:35.987154 I VkTyping: ○ hidden
2026-08-03 10:39:36.046001 I LatinIME: After IME hidden: cleanup complete
2026-08-03 10:39:36.296906 I LatinIME: onFinishInput
2026-08-03 10:39:38.543092 I LatinIME: onFinishInput
2026-08-03 10:39:38.549348 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 10:39:38.549402 I VkTyping: ▶ open restart=false pkg=len=20 inputType=589825
2026-08-03 10:39:38.861396 I AdManager: resume-deferred fire suspended=false
2026-08-03 10:39:39.002151 I VkLocaleAssets: preload predictors fr
2026-08-03 10:39:39.108207 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=fr token=1104 gen=87
2026-08-03 10:39:39.497709 I VkKeyPress: strip pick key=fn
2026-08-03 10:39:39.511847 I VkPanels: ▶ open menu
2026-08-03 10:39:39.518247 I VkLocaleAssets: ▶ batch source=menu_panel count=3 [fr,en-US,pt-BR]
2026-08-03 10:39:39.526632 I VkLocaleAssets: preload predictors fr
2026-08-03 10:39:39.530090 I VkLocaleAssets: ○ ready fr (cached)
2026-08-03 10:39:39.545294 I VkLocaleAssets: ○ ready en-US (cached)
2026-08-03 10:39:39.563099 I VkLocaleAssets: ○ ready pt-BR (cached)
2026-08-03 10:39:39.563368 I VkLocaleAssets: ✓ batch source=menu_panel locales=3 fetched=0
2026-08-03 10:39:39.699498 I VkTextCorrection: rerank prediction head len=2→len=2
2026-08-03 10:39:39.699733 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=fr token=1105 gen=87
2026-08-03 10:39:40.285843 I VkKeyPress: keys pressed=843
2026-08-03 10:39:40.286134 I VkPanels: ○ close menu
2026-08-03 10:39:40.299044 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 10:39:40.299114 I LatinIME: IME handoff begun
2026-08-03 10:39:40.308096 I LatinIME: requestHideSelf: 0
2026-08-03 10:39:40.409830 I LatinIME: hideWindow
2026-08-03 10:39:40.412752 I LatinIME: onFinishInputView
2026-08-03 10:39:40.446207 I InputAttributes: InputType.TYPE_NULL is specified
2026-08-03 10:39:40.452769 I VkSettings: ▶ activity open spellchecker=false
2026-08-03 10:39:40.800030 I VkTyping: ○ hidden
2026-08-03 10:39:40.804560 I LatinIME: After IME hidden: cleanup complete
2026-08-03 10:39:40.812932 I VkSettings: → screen settings
2026-08-03 10:39:40.830636 I LatinIME: requestHideSelf: 100
2026-08-03 10:39:40.867582 I LatinIME: onFinishInput
2026-08-03 10:39:42.423564 I VkSettings: → screen about
2026-08-03 10:39:44.942993 I LatinIME: onFinishInput
2026-08-03 10:39:46.500781 I LatinIME: onFinishInput
... (48 loadSettings lines omitted)
